,index,latitude,longitude,region,country,observationDate,reportingDate,status,disease,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,Late Report,Late Observation,Mortality,Severity,domestic,wild,unspecified,species,owl,ostrich,greylag goose,bird,captive,tufted duck,guinea fowl,black headed gull,whooper swan,quail,environmental sample,dalmatian pelican,anatidae,goose,horse,dog,yaks,equidae,spotted dove,gull,ibex,emu,swine,chicken,env. sample,boar,mammal,buffaloe,black swan,duck,cattle egret,indian peafowl,turkey,reindeer,cat,goat,crow,swan,phasianidae,muscovy ducks,starling,hippopotamus,mallard,herring gull,deer,pheasant,elephant,goat/sheep ,jackal,accipitridae,buzzard,asian openbill,cattle,pigeon,xpeacock,sheep,stork,camelidae,greater flamingo,mute swan
6469,11915,44.994984,47.00169,Europe,Russian Federation,2016-06-14,2016-06-28,Confirmed,Lumpy skin disease,"domestic, cattle",267.0,3.0,0.0,0.0,0.0,14,0,0.0,1.12,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6470,11916,45.022118,47.076783,Europe,Russian Federation,2016-06-14,2016-06-28,Confirmed,Lumpy skin disease,"domestic, cattle",396.0,3.0,0.0,0.0,0.0,14,0,0.0,0.76,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6471,11917,45.056028000000005,46.881476,Europe,Russian Federation,2016-06-14,2016-06-28,Confirmed,Lumpy skin disease,"domestic, cattle",273.0,15.0,0.0,0.0,0.0,14,0,0.0,5.49,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6472,11918,45.4487,47.333155,Europe,Russian Federation,2016-06-14,2016-06-28,Confirmed,Lumpy skin disease,"domestic, cattle",58.0,10.0,1.0,0.0,0.0,14,0,10.0,17.24,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6473,11919,45.521612,47.445522,Europe,Russian Federation,2016-06-14,2016-06-28,Confirmed,Lumpy skin disease,"domestic, cattle",97.0,8.0,0.0,0.0,0.0,14,0,0.0,8.25,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6474,11920,45.639635999999996,47.528051,Europe,Russian Federation,2016-06-14,2016-06-28,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,0.0,0.0,14,0,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6475,11922,57.1,31.71,Europe,Russian Federation,2016-06-14,2016-06-24,Confirmed,African swine fever,"domestic, swine",1.0,1.0,1.0,0.0,0.0,10,0,100.0,100.0,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6476,11923,52.224,38.801,Europe,Russian Federation,2016-06-14,2016-06-24,Confirmed,African swine fever,"domestic, swine",73.0,2.0,2.0,0.0,0.0,10,0,100.0,2.74,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6477,11924,55.398999999999994,39.345,Europe,Russian Federation,2016-06-14,2016-06-17,Confirmed,African swine fever,"domestic, swine",14.0,2.0,2.0,12.0,0.0,3,0,100.0,14.29,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6478,11925,42.58334,22.348670000000002,Europe,Serbia,2016-06-14,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",14.0,1.0,0.0,0.0,0.0,3,0,0.0,7.14,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6479,11926,42.427258,21.808548000000002,Europe,Serbia,2016-06-14,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",14.0,1.0,0.0,14.0,0.0,3,0,0.0,7.14,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6480,11927,42.427258,21.808548000000002,Europe,Serbia,2016-06-14,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,2.0,0.0,3,0,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6481,11928,40.658390000000004,22.549567,Europe,Greece,2016-06-14,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",11.0,1.0,0.0,11.0,0.0,6,0,0.0,9.09,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6482,11932,41.657778,23.729722,Europe,Bulgaria,2016-06-13,2016-09-18,Confirmed,Lumpy skin disease,"domestic, cattle",21.0,1.0,0.0,21.0,0.0,97,0,0.0,4.76,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6483,11933,41.66,23.796944,Europe,Bulgaria,2016-06-13,2016-09-18,Confirmed,Lumpy skin disease,"domestic, cattle",23.0,1.0,0.0,23.0,0.0,97,0,0.0,4.35,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6484,11934,42.172471,22.168328,Europe,The former Yugoslav Republic of Macedonia,2016-06-13,2016-05-08,Confirmed,Lumpy skin disease,"domestic, cattle",4.0,1.0,0.0,1.0,0.0,0,36,0.0,25.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6485,11935,42.224327,22.39759,Europe,The former Yugoslav Republic of Macedonia,2016-06-13,2016-05-08,Confirmed,Lumpy skin disease,"domestic, cattle",90.0,2.0,0.0,2.0,0.0,0,36,0.0,2.22,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6486,11937,42.168528,22.118647,Europe,The former Yugoslav Republic of Macedonia,2016-06-13,2016-07-18,Confirmed,Lumpy skin disease,"domestic, cattle",3.0,1.0,0.0,1.0,0.0,35,0,0.0,33.33,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6487,11938,42.25625,22.348254,Europe,The former Yugoslav Republic of Macedonia,2016-06-13,2016-07-18,Confirmed,Lumpy skin disease,"domestic, cattle",8.0,1.0,0.0,1.0,0.0,35,0,0.0,12.5,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6488,11939,43.058143,0.5667399999999999,Europe,France,2016-06-13,2016-01-07,Confirmed,Bluetongue,"domestic, cattle",89.0,1.0,1.0,0.0,0.0,0,158,100.0,1.12,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6489,11940,40.375631,16.044202,Europe,Italy,2016-06-13,2016-06-21,Confirmed,Anthrax,"domestic, sheep",122.0,1.0,1.0,0.0,0.0,8,0,100.0,0.82,1,0,0,'sheep',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6490,11941,42.415714,22.223368,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",3.0,1.0,0.0,3.0,0.0,4,0,0.0,33.33,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6491,11942,42.37227,22.40071,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",5.0,1.0,0.0,0.0,0.0,4,0,0.0,20.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6492,11943,42.717188,21.6097,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",12.0,1.0,0.0,12.0,0.0,4,0,0.0,8.33,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6493,11944,42.559802000000005,22.362413,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",6.0,1.0,0.0,6.0,0.0,4,0,0.0,16.67,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6494,11945,42.415715000000006,22.223368,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,1.0,0.0,4,0,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6495,11946,42.407608,22.295379999999998,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",3.0,1.0,0.0,3.0,0.0,4,0,0.0,33.33,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6496,11947,42.401757,21.819223,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",8.0,1.0,0.0,8.0,0.0,4,0,0.0,12.5,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6497,11948,42.427258,21.808548000000002,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",3.0,2.0,0.0,3.0,0.0,4,0,0.0,66.67,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6498,11949,42.36991,22.398979999999998,Europe,Serbia,2016-06-13,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",19.0,1.0,0.0,0.0,0.0,4,0,0.0,5.26,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6499,11950,41.1092,23.9964,Europe,Greece,2016-06-13,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,2.0,0.0,7,0,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6500,11951,42.024735,22.197539000000003,Europe,The former Yugoslav Republic of Macedonia,2016-12-06,2016-07-18,Confirmed,Lumpy skin disease,"domestic, cattle",45.0,25.0,0.0,25.0,0.0,0,141,0.0,55.56,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6501,11952,41.98213,22.162796,Europe,The former Yugoslav Republic of Macedonia,2016-12-06,2016-07-18,Confirmed,Lumpy skin disease,"domestic, cattle",9.0,1.0,0.0,1.0,0.0,0,141,0.0,11.11,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6502,11953,43.4656,47.2158,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",2500.0,15.0,0.0,0.0,0.0,0,169,0.0,0.6,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6503,11954,43.06,47.34,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",2512.0,20.0,0.0,0.0,0.0,0,169,0.0,0.8,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6504,11955,43.52,46.47,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",3227.0,40.0,0.0,0.0,0.0,0,169,0.0,1.24,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6505,11956,43.727,46.98,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",7500.0,40.0,0.0,0.0,0.0,0,169,0.0,0.53,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6506,11957,42.28,46.99,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",3000.0,50.0,0.0,0.0,0.0,0,169,0.0,1.67,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6507,11958,43.5,46.62,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",2900.0,15.0,0.0,0.0,0.0,0,169,0.0,0.52,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6508,11959,43.906000000000006,47.13,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",5800.0,62.0,5.0,0.0,0.0,0,169,8.06,1.07,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6509,11960,43.943000000000005,47.03,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",1500.0,50.0,4.0,0.0,0.0,0,169,8.0,3.33,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6510,11961,44.177,46.68,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",2200.0,40.0,0.0,0.0,0.0,0,169,0.0,1.82,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6511,11962,44.196000000000005,46.586000000000006,Europe,Russian Federation,2016-12-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",1044.0,35.0,0.0,0.0,0.0,0,169,0.0,3.35,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6512,11963,42.68807,22.149910000000002,Europe,Serbia,2016-12-06,2016-06-17,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,2.0,0.0,0,172,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6513,11967,5.5772,-0.2413,Africa,Ghana,2016-11-06,2016-06-28,Confirmed,Influenza - Avian,"domestic, chicken",900.0,812.0,812.0,88.0,0.0,0,131,100.0,90.22,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6514,11971,42.292778000000006,22.976389,Europe,Bulgaria,2016-10-06,2016-09-18,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,2.0,0.0,0,18,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6515,11972,41.740556,23.886967000000002,Europe,Bulgaria,2016-10-06,2016-09-18,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,1.0,0.0,0,18,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6516,11973,41.708321999999995,21.91252,Europe,The former Yugoslav Republic of Macedonia,2016-10-06,2016-05-08,Confirmed,Lumpy skin disease,"domestic, cattle",65.0,20.0,0.0,20.0,0.0,0,151,0.0,30.77,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6517,11974,41.705365,22.382859,Europe,The former Yugoslav Republic of Macedonia,2016-10-06,2016-07-18,Confirmed,Lumpy skin disease,"domestic, cattle",56.0,2.0,0.0,3.0,0.0,0,80,0.0,3.57,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6518,11976,15.2101,108.8776,Asia,Viet Nam,2016-10-06,2016-01-07,Confirmed,Influenza - Avian,"domestic, unspecified bird",3700.0,700.0,700.0,3000.0,0.0,0,273,100.0,18.92,1,0,1,'bird',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6519,11977,6.76478,-1.7972,Africa,Ghana,2016-10-06,2016-06-28,Confirmed,Influenza - Avian,"domestic, chicken",4808.0,3132.0,3132.0,1676.0,0.0,0,100,100.0,65.14,1,0,0,'chicken',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6520,11978,41.740556,23.886886999999998,Europe,Bulgaria,2016-09-06,2016-09-18,Confirmed,Lumpy skin disease,"domestic, cattle",2.0,1.0,0.0,2.0,0.0,12,0,0.0,50.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6521,11979,41.385202,22.136909,Europe,The former Yugoslav Republic of Macedonia,2016-09-06,2016-05-08,Confirmed,Lumpy skin disease,"domestic, cattle",1.0,1.0,0.0,1.0,0.0,0,121,0.0,100.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6522,11981,41.741468,22.381053,Europe,The former Yugoslav Republic of Macedonia,2016-09-06,2016-07-18,Confirmed,Lumpy skin disease,"domestic, cattle",180.0,9.0,0.0,8.0,0.0,0,50,0.0,5.0,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6523,11983,51.6,42.7,Europe,Russian Federation,2016-09-06,2016-06-24,Confirmed,African swine fever,"domestic, swine",96.0,11.0,3.0,0.0,0.0,0,74,27.27,11.46,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6524,11986,51.573,42.758,Europe,Russian Federation,2016-09-06,2016-06-17,Confirmed,African swine fever,"domestic, swine",51.0,7.0,1.0,0.0,0.0,0,81,14.29,13.73,1,0,0,'swine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6525,11988,40.9636,22.1475,Europe,Greece,2016-09-06,2016-06-20,Confirmed,Lumpy skin disease,"domestic, cattle",48.0,8.0,4.0,44.0,0.0,0,78,50.0,16.67,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6526,11993,42.114159,22.306004,Europe,The former Yugoslav Republic of Macedonia,2016-08-06,2016-05-08,Confirmed,Lumpy skin disease,"domestic, cattle",3.0,1.0,0.0,1.0,0.0,0,90,0.0,33.33,1,0,0,'cattle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
